Field,RA,DEC,ZP_u,ZP_J0378,ZP_J0395,ZP_J0410,ZP_J0430,ZP_g,ZP_J0515,ZP_r,ZP_J0660,ZP_i,ZP_J0861,ZP_z,u_FWHM,J0378_FWHM,J0395_FWHM,J0410_FWHM,J0430_FWHM,g_FWHM,J0515_FWHM,r_FWHM,J0660_FWHM,i_FWHM,J0861_FWHM,z_FWHM,u_MJD,J0378_MJD,J0395_MJD,J0410_MJD,J0430_MJD,g_MJD,J0515_MJD,r_MJD,J0660_MJD,i_MJD,J0861_MJD,z_MJD
SPLUS-s43s24,54.48,-55.71,19.672,18.865,18.854,19.827,19.934,22.348,20.311,22.496,20.039,22.34,20.641,21.723,2.069,1.945,1.935,1.881,1.806,1.812,1.733,1.809,1.864,1.48,1.426,1.337,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0,59234.0
SPLUS-s43s25,56.84,-55.71,19.839,19.047,19.013,19.989,20.08,22.461,20.414,22.584,20.126,22.435,20.709,21.863,1.735,1.322,1.347,1.23,1.128,1.131,1.054,1.083,1.11,1.097,1.032,1.225,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0
SPLUS-s43s26,59.21,-55.71,19.725,18.977,18.962,19.909,19.995,22.392,20.351,22.547,20.094,22.414,20.702,21.842,1.737,1.608,1.533,1.857,1.58,1.52,1.586,1.436,1.514,1.296,1.289,1.304,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0,59219.0
SPLUS-s43s27,61.58,-55.71,19.768,18.995,18.977,19.925,20.016,22.409,20.372,22.54,20.082,22.385,20.673,21.787,1.973,1.697,1.645,1.702,1.594,1.47,1.554,1.588,1.591,1.271,1.287,1.158,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0
SPLUS-s43s28,63.95,-55.71,19.759,18.996,18.957,19.932,20.036,22.43,20.397,22.572,20.117,22.441,20.714,21.891,1.675,1.517,1.42,1.394,1.337,1.31,1.302,1.319,1.307,1.137,1.168,1.112,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0
SPLUS-s43s29,66.32,-55.71,19.792,19.021,19.001,19.981,20.075,22.453,20.422,22.575,20.108,22.426,20.7,21.851,1.496,1.524,1.413,1.304,1.351,1.218,1.215,1.207,1.201,1.107,1.038,1.072,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0,59204.0
SPLUS-s43s30,68.68,-55.71,19.796,19.006,18.982,19.949,20.044,22.443,20.393,22.571,20.11,22.421,20.698,21.843,1.668,1.498,1.464,1.439,1.36,1.326,1.277,1.265,1.29,1.08,1.058,1.078,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0
SPLUS-s43s31,71.05,-55.71,19.79,18.987,18.984,19.947,20.043,22.447,20.401,22.579,20.118,22.424,20.697,21.837,1.533,1.418,1.321,1.356,1.323,1.219,1.217,1.283,1.36,1.127,1.062,1.051,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0
SPLUS-s43s32,73.42,-55.71,19.855,19.072,19.028,19.986,20.067,22.468,20.409,22.586,20.117,22.448,20.711,21.877,1.219,1.265,1.242,1.274,1.267,1.576,1.479,1.459,1.385,1.502,1.233,1.343,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0,59201.0
SPLUS-s43s46,345.79,-55.71,20.812,20.011,20.01,20.99,21.108,23.469,21.421,23.514,21.047,23.32,21.595,22.745,2.183,2.166,2.141,2.127,2.07,1.788,1.99,1.964,1.964,1.652,1.461,1.502,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0,58795.0
SPLUS-s44s23,53.88,-56.99,19.704,18.938,18.909,19.878,19.964,22.345,20.3,22.495,20.047,22.344,20.66,21.729,2.382,2.256,2.063,2.146,1.894,1.869,1.88,1.937,2.091,1.673,1.579,1.479,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0
SPLUS-s44s24,56.33,-56.99,19.826,19.033,19.015,19.975,20.068,22.456,20.409,22.578,20.12,22.434,20.708,21.869,1.651,1.511,1.591,1.433,1.467,1.354,1.386,1.302,1.4,1.14,1.209,1.086,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0
SPLUS-s44s25,58.78,-56.99,19.799,19.028,18.981,19.946,20.038,22.429,20.378,22.572,20.12,22.441,20.716,21.873,1.605,1.513,1.464,1.497,1.5,1.602,1.444,1.448,1.46,1.442,1.56,1.475,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0
SPLUS-s44s26,61.23,-56.99,19.837,19.055,19.018,19.979,20.063,22.449,20.402,22.58,20.124,22.439,20.714,21.87,1.83,1.603,1.432,1.413,1.437,1.388,1.376,1.323,1.317,1.363,1.318,1.597,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0,59224.0
SPLUS-s44s27,63.68,-56.99,19.843,19.059,19.023,19.99,20.08,22.466,20.422,22.593,20.137,22.458,20.726,21.913,1.815,1.642,1.673,1.601,1.475,1.352,1.385,1.333,1.31,1.137,1.06,1.129,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0,59217.0
SPLUS-s44s28,66.12,-56.99,19.732,18.959,18.927,19.895,19.994,22.397,20.361,22.544,20.092,22.411,20.696,21.847,1.558,1.494,1.48,1.394,1.342,1.372,1.276,1.296,1.48,1.211,1.234,1.158,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0,59200.0
SPLUS-s44s29,68.57,-56.99,19.791,19.014,18.993,19.964,20.055,22.444,20.4,22.579,20.115,22.432,20.698,21.875,1.527,1.35,1.317,1.252,1.278,1.387,1.24,1.267,1.226,1.208,1.22,1.224,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0
SPLUS-s44s30,71.02,-56.99,19.802,18.994,18.99,19.935,20.033,22.436,20.391,22.573,20.119,22.426,20.702,21.855,1.386,1.253,1.377,1.307,1.319,1.301,1.244,1.234,1.391,1.194,1.182,1.205,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0,59196.0
SPLUS-s44s31,73.47,-56.99,19.797,19.01,18.976,19.935,20.03,22.427,20.382,22.564,20.108,22.42,20.696,21.847,1.316,1.338,1.259,1.247,1.21,1.237,1.143,1.238,1.288,1.083,1.072,1.07,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0,59195.0
SPLUS-s45s22,53.24,-58.26,19.59,18.847,18.795,19.771,19.872,22.279,20.24,22.452,20.006,22.309,20.634,21.693,2.389,2.301,2.155,2.1,2.13,2.181,2.118,2.174,2.425,1.908,1.905,1.762,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0
SPLUS-s45s23,55.78,-58.26,19.799,19.017,18.976,19.959,20.06,22.456,20.409,22.583,20.127,22.448,20.71,21.899,1.963,1.671,1.671,1.73,1.689,1.677,1.636,1.781,1.793,1.506,1.481,1.357,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0
SPLUS-s45s24,58.31,-58.26,19.851,19.079,19.03,20.01,20.107,22.49,20.442,22.601,20.145,22.46,20.725,21.913,2.024,1.74,1.595,1.657,1.597,1.529,1.611,1.647,1.648,1.532,1.176,1.359,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0
SPLUS-s45s25,60.85,-58.26,19.72,18.948,18.934,19.889,19.988,22.396,20.362,22.547,20.094,22.407,20.699,21.818,1.916,1.719,1.745,1.664,1.51,1.598,1.456,1.405,1.552,1.324,1.345,1.353,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0,59220.0
SPLUS-s45s26,63.38,-58.26,19.684,18.925,18.894,19.876,19.979,22.38,20.347,22.519,20.065,22.366,20.661,21.764,2.002,1.812,1.688,1.706,1.592,1.606,1.608,1.549,1.748,1.312,1.369,1.222,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0
SPLUS-s45s27,65.92,-58.26,19.765,18.985,18.959,19.921,20.018,22.423,20.381,22.556,20.097,22.412,20.694,21.841,1.73,1.637,1.644,1.625,1.426,1.509,1.492,1.543,1.703,1.276,1.296,1.207,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0,59205.0
SPLUS-s45s28,68.45,-58.26,19.769,18.993,18.957,19.934,20.025,22.423,20.381,22.558,20.102,22.422,20.697,21.857,1.876,1.79,1.604,1.388,1.427,1.437,1.322,1.219,1.236,1.197,1.208,1.234,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0,59203.0
SPLUS-s45s29,70.99,-58.26,19.748,18.974,18.955,19.92,20.027,22.429,20.392,22.566,20.106,22.43,20.702,21.863,1.273,1.245,1.251,1.307,1.243,1.172,1.19,1.193,1.307,1.117,1.072,1.056,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0,59198.0
SPLUS-s45s30,73.52,-58.26,19.807,19.018,18.997,19.971,20.059,22.454,20.413,22.58,20.119,22.436,20.7,21.876,1.283,1.274,1.245,1.206,1.256,1.354,1.197,1.187,1.307,1.188,1.167,1.19,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0,59202.0
SPLUS-s45s31,316.9,-58.26,20.814,20.009,20.01,21.03,21.162,23.533,21.473,23.553,21.071,23.339,21.618,22.752,1.943,1.784,1.624,1.673,1.52,1.479,1.332,1.444,1.646,1.417,1.468,1.369,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0
SPLUS-s45s41,342.25,-58.26,19.788,19.019,18.985,19.97,20.079,22.486,20.437,22.608,20.153,22.475,20.741,21.921,2.168,1.839,1.688,1.725,1.485,1.481,1.466,1.51,1.564,1.439,1.198,1.368,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0,59404.0
SPLUS-s46s01,0.02,-59.53,19.752,19.002,18.978,19.985,20.08,22.486,20.441,22.61,20.149,22.473,20.745,21.919,1.688,1.557,1.63,1.65,1.419,1.422,1.371,1.436,1.364,1.362,1.131,1.318,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0,59403.0
SPLUS-s46s02,2.63,-59.53,20.772,19.993,19.983,20.982,21.102,23.468,21.421,23.521,21.045,23.334,21.602,22.762,2.016,1.893,1.791,1.486,1.464,1.485,1.411,1.498,1.577,1.4,1.165,1.214,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0
SPLUS-s46s22,55.18,-59.53,19.761,18.975,18.964,19.931,20.035,22.43,20.391,22.57,20.113,22.437,20.71,21.885,1.989,1.848,1.698,1.654,1.525,1.5,1.384,1.41,1.437,1.199,1.201,1.142,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0
SPLUS-s46s23,57.81,-59.53,19.765,19.005,18.954,19.93,20.037,22.429,20.383,22.569,20.11,22.433,20.706,21.87,1.499,1.361,1.316,1.35,1.48,1.555,1.418,1.473,1.295,1.253,1.121,1.284,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0
SPLUS-s46s24,60.44,-59.53,19.705,18.935,18.902,19.862,19.95,22.355,20.316,22.526,20.074,22.395,20.688,21.808,1.493,1.491,1.473,1.404,1.371,1.354,1.35,1.368,1.278,1.306,1.232,1.311,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0
SPLUS-s46s25,63.07,-59.53,19.721,18.97,18.928,19.894,19.994,22.386,20.345,22.537,20.087,22.395,20.689,21.805,1.397,1.272,1.177,1.24,1.208,1.414,1.25,1.237,1.175,1.202,1.078,1.266,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0,59222.0
SPLUS-s46s26,65.69,-59.53,19.706,18.938,18.92,19.893,20.001,22.401,20.364,22.541,20.088,22.4,20.68,21.823,1.632,1.48,1.471,1.578,1.579,1.509,1.471,1.631,1.829,1.324,1.474,1.244,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0
SPLUS-s46s27,68.32,-59.53,19.725,18.95,18.921,19.893,19.99,22.398,20.359,22.536,20.08,22.384,20.676,21.785,1.628,1.458,1.491,1.473,1.345,1.361,1.281,1.407,1.443,1.183,1.165,1.111,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0,59207.0
SPLUS-s46s28,70.95,-59.53,19.708,18.926,18.917,19.924,20.019,22.439,20.4,22.57,20.106,22.428,20.707,21.839,1.662,1.493,1.48,1.4,1.406,1.554,1.577,1.531,1.495,1.325,1.228,1.188,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0,59199.0
SPLUS-s46s29,73.58,-59.53,19.764,18.992,18.957,19.925,20.022,22.438,20.393,22.571,20.114,22.43,20.705,21.861,1.418,1.181,1.114,1.095,1.087,1.166,1.099,1.123,1.162,1.041,1.074,1.046,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0,59197.0
SPLUS-s46s32,320.58,-59.53,20.789,19.991,20.017,21.03,21.164,23.542,21.482,23.561,21.074,23.346,21.62,22.755,2.367,2.424,2.157,2.086,2.226,1.988,1.971,1.812,1.6,1.775,1.406,1.593,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0
SPLUS-s46s40,341.6,-59.53,19.749,18.989,18.955,19.937,20.042,22.448,20.399,22.574,20.124,22.447,20.723,21.889,1.46,1.527,1.412,1.509,1.523,1.259,1.247,1.181,1.364,1.161,1.088,1.16,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0,59376.0
STRIPE82-0001,0.0,-0.7,20.879,20.069,20.099,21.101,21.252,23.559,21.498,23.569,21.093,23.375,21.644,22.811,1.41,1.661,1.476,1.504,1.548,1.982,2.253,1.943,1.693,1.729,1.196,1.427,58398.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0,58376.0
STRIPE82-0002,0.0,0.7,20.882,20.073,20.111,21.125,21.257,23.607,21.536,23.602,21.112,23.412,21.67,22.876,1.498,1.712,1.696,1.601,1.823,1.494,1.663,1.361,1.278,1.28,1.116,1.363,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0,58377.0
STRIPE82-0003,1.42,-0.7,20.127,19.345,19.434,20.532,20.693,22.922,20.81,22.796,20.282,22.588,20.829,22.074,1.943,2.06,1.893,2.15,2.078,1.764,1.883,1.631,1.917,1.607,1.867,1.709,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0,57636.0
STRIPE82-0004,1.42,0.7,20.103,19.349,19.483,20.51,20.672,22.909,20.801,22.777,20.228,22.541,20.815,21.992,1.532,1.402,1.303,1.311,1.434,1.272,1.401,1.241,1.377,1.158,1.318,1.089,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0,57642.0
STRIPE82-0005,2.83,-0.7,20.109,19.334,19.444,20.505,20.665,22.924,20.81,22.795,20.283,22.562,20.827,21.996,2.081,1.457,1.437,1.531,1.462,1.631,1.35,1.586,1.318,1.47,1.212,1.473,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0,57689.0
STRIPE82-0006,2.83,0.7,20.116,19.367,19.491,20.513,20.663,22.922,20.789,22.792,20.289,22.558,20.829,21.989,1.798,1.622,1.506,1.417,1.37,1.517,1.31,1.402,1.281,1.315,1.391,1.287,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0,57700.0
STRIPE82-0007,4.25,-0.7,20.083,19.34,19.431,20.495,20.674,22.911,20.793,22.779,20.268,22.553,20.813,21.993,1.716,1.63,1.447,1.337,1.465,1.587,1.381,1.486,1.474,1.321,1.247,1.359,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0,57660.0
STRIPE82-0008,4.25,0.7,20.883,20.124,20.137,21.165,21.294,23.636,21.579,23.595,21.11,23.397,21.655,22.84,1.48,1.344,1.241,1.238,1.203,1.38,1.417,1.22,1.096,1.089,1.038,1.086,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0
STRIPE82-0009,5.67,-0.7,20.13,19.393,19.444,20.537,20.703,22.92,20.814,22.791,20.285,22.561,20.829,22.004,1.693,1.467,1.374,1.413,1.343,1.452,1.335,1.474,1.342,1.276,1.108,1.189,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0,57631.0
STRIPE82-0010,5.67,0.7,20.873,20.091,19.995,20.999,21.223,23.577,21.523,23.487,21.115,23.381,21.654,22.815,1.526,1.379,1.43,1.406,1.325,1.435,1.332,1.243,1.272,1.191,1.182,1.248,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0
STRIPE82-0011,7.09,-0.7,20.696,19.968,20.028,21.048,21.192,23.557,21.49,23.56,21.088,23.367,21.64,22.785,2.139,1.778,1.628,1.552,1.606,1.459,1.558,1.331,1.394,1.168,1.085,1.184,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0,58397.0
STRIPE82-0012,7.09,0.7,20.94,20.156,20.121,21.174,21.319,23.638,21.572,23.594,21.115,23.39,21.647,22.819,1.806,2.038,2.262,2.236,2.386,2.374,2.281,2.115,1.925,2.291,2.235,2.446,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0,58341.0
STRIPE82-0013,8.5,-0.7,20.131,19.401,19.501,20.548,20.702,22.927,20.816,22.788,20.275,22.569,20.83,22.023,1.479,1.374,1.332,1.34,1.317,1.284,1.291,1.31,1.336,1.283,1.184,1.195,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0,57638.0
STRIPE82-0014,8.5,0.7,20.931,20.094,20.088,21.149,21.297,23.635,21.608,23.591,21.11,23.393,21.648,22.84,1.815,1.901,1.608,1.585,1.552,1.777,1.58,1.634,1.778,1.795,1.703,1.843,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0,58344.0
STRIPE82-0015,9.92,-0.7,20.127,19.369,19.425,20.527,20.69,22.922,20.815,22.79,20.284,22.565,20.828,22.007,1.775,1.521,1.253,1.249,1.212,1.346,1.179,1.304,1.116,1.162,1.058,1.098,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0,57697.0
STRIPE82-0016,9.92,0.7,20.871,20.101,20.194,21.147,21.292,23.634,21.607,23.591,21.1,23.386,21.642,22.84,2.056,1.961,2.159,1.838,1.754,1.667,1.734,1.621,1.526,1.435,1.289,1.261,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0,58364.0
STRIPE82-0017,11.34,-0.7,20.696,19.99,20.026,21.058,21.205,23.561,21.498,23.569,21.075,23.343,21.616,22.775,1.946,1.686,1.583,1.448,1.385,1.358,1.333,1.242,1.241,1.136,1.134,1.189,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0,58394.0
STRIPE82-0018,11.34,0.7,20.918,20.139,20.16,21.167,21.31,23.644,21.602,23.595,21.112,23.391,21.652,22.831,1.385,1.161,1.148,1.128,1.165,1.206,1.14,1.161,1.225,1.126,1.099,1.117,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0
STRIPE82-0019,12.75,-0.7,20.135,19.406,19.486,20.539,20.687,22.922,20.825,22.797,20.281,22.56,20.823,21.98,1.693,1.565,1.444,1.369,1.296,1.364,1.622,1.455,1.402,1.277,1.218,1.208,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0,57630.0
STRIPE82-0020,12.75,0.7,20.889,20.092,20.132,21.143,21.284,23.622,21.587,23.597,21.114,23.397,21.651,22.862,1.968,2.131,2.19,2.348,2.023,2.076,2.017,2.161,2.327,1.706,1.826,1.513,58363.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0,58349.0
STRIPE82-0021,14.18,-0.7,20.107,19.352,19.441,20.525,20.689,22.914,20.808,22.783,20.276,22.554,20.822,22.006,1.658,1.465,1.557,1.378,1.28,1.422,1.258,1.448,1.217,1.3,1.1,1.214,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0,57640.0
STRIPE82-0022,14.18,0.7,20.091,19.355,19.491,20.535,20.709,22.956,20.892,22.815,20.301,22.568,20.829,21.995,2.609,2.045,1.702,1.637,1.502,2.047,1.465,2.143,1.425,1.845,1.158,1.502,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0,57701.0
STRIPE82-0023,15.59,-0.7,20.102,19.367,19.432,20.518,20.682,22.915,20.805,22.788,20.277,22.564,20.826,22.021,1.664,1.589,1.517,1.492,1.452,1.42,1.427,1.401,1.476,1.264,1.185,1.184,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0,57655.0
STRIPE82-0024,15.59,0.7,20.093,19.359,19.49,20.524,20.691,22.934,20.864,22.795,20.288,22.573,20.833,22.027,2.024,1.463,1.491,1.406,1.275,1.548,1.204,1.531,1.214,1.217,1.152,1.138,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0,57664.0
STRIPE82-0025,17.01,-0.7,20.94,20.062,19.954,21.087,21.314,23.657,21.579,23.604,21.122,23.401,21.658,22.837,1.682,1.341,1.282,1.35,1.373,1.33,1.314,1.203,1.265,1.14,1.14,1.208,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0,58339.0
STRIPE82-0026,17.01,0.7,20.947,20.12,20.062,21.159,21.314,23.646,21.58,23.604,21.127,23.412,21.663,22.843,1.483,1.361,1.278,1.26,1.401,1.295,1.316,1.253,1.246,1.219,1.101,1.206,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0,58347.0
STRIPE82-0027,18.43,-0.7,20.112,19.368,19.445,20.534,20.695,22.928,20.813,22.789,20.282,22.566,20.828,22.014,1.665,1.59,1.509,1.337,1.594,1.462,1.294,1.369,1.284,1.262,1.171,1.233,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0,57658.0
STRIPE82-0028,18.43,0.7,20.079,19.312,19.396,20.48,20.64,22.893,20.794,22.782,20.277,22.551,20.818,21.985,1.997,1.615,1.59,1.554,1.487,1.489,1.53,1.448,1.555,1.232,1.174,1.195,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0,57699.0
STRIPE82-0029,19.84,-0.7,20.938,20.156,20.138,21.177,21.313,23.649,21.579,23.608,21.123,23.404,21.657,22.843,1.395,1.182,1.151,1.131,1.178,1.165,1.186,1.197,1.113,1.118,1.045,1.241,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0
STRIPE82-0030,19.84,0.7,20.121,19.328,19.367,20.498,20.674,22.925,20.803,22.794,20.281,22.56,20.823,21.981,1.634,1.569,1.409,1.444,1.391,1.565,1.284,1.298,1.256,1.228,1.215,1.276,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0,57695.0
STRIPE82-0031,21.26,-0.7,20.157,19.393,19.496,20.561,20.722,22.941,20.834,22.808,20.307,22.581,20.842,22.027,1.97,1.491,1.406,1.353,1.395,1.39,1.364,1.397,1.566,1.326,1.384,1.391,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0,57662.0
STRIPE82-0032,21.26,0.7,20.811,20.031,20.158,21.153,21.28,23.434,21.523,23.588,21.104,23.398,21.646,22.861,1.496,1.542,1.491,1.505,1.481,1.585,1.445,1.409,1.612,1.538,1.477,1.742,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0,58351.0
STRIPE82-0033,22.68,-0.7,20.149,19.391,19.48,20.553,20.721,22.94,20.836,22.805,20.3,22.581,20.843,22.024,1.976,1.189,1.212,1.186,1.176,1.234,1.159,1.179,1.233,1.14,1.211,1.139,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0,57663.0
STRIPE82-0034,22.68,0.7,20.115,19.372,19.509,20.529,20.699,22.934,20.879,22.796,20.293,22.556,20.832,21.96,1.949,1.523,1.397,1.368,1.405,1.457,1.302,1.506,1.389,1.309,1.149,1.158,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0,57668.0
STRIPE82-0035,24.1,-0.7,20.149,19.398,19.499,21.111,21.232,22.93,21.495,22.809,21.091,22.592,21.633,22.083,2.195,2.14,2.512,2.394,2.196,1.98,1.981,1.828,1.781,1.899,1.333,1.867,57636.0,57636.0,57636.0,58463.0,58463.0,57636.0,58463.0,57636.0,58463.0,57636.0,58463.0,57636.0
STRIPE82-0036,24.1,0.7,19.857,19.153,19.095,19.828,20.392,22.798,20.585,22.605,19.957,22.282,20.354,21.67,1.944,1.736,1.635,1.634,1.697,1.66,1.558,1.632,1.551,1.388,1.391,1.279,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0,57644.0
